strength,0,1,2,3,4
0,0.4603993328893046,0.36419927416223663,0.7356574064573128,0.477122897286433,1.5704346992792582
1,0.43747666518894396,0.04097330243585459,0.5196141710503414,,0.3043755281753121
2,0.5892299631488919,0.00207252997565794,0.2017121088283991,0.41846225757229305,
3,0.30970634534453223,0.37122300072566444,0.09580236224905946,,0.9758454509608576
4,0.3469916687985798,0.3075977120750078,0.4984150809950143,1.189821068840325,0.17307537576828577
