baseline,other,mean_diff,p,q,stars
0,1,-0.008491872015915142,0.872255489021956,0.872255489021956,ns
0,2,-0.10061751366694704,0.19161676646706588,0.25548902195608786,ns
0,3,-0.11410578586206899,0.011976047904191617,0.023952095808383235,*
0,4,-0.1878649853215284,0.007984031936127744,0.023952095808383235,*
