baseline,other,mean_diff,p,q,stars
0,1,0.13813489583333416,0.656686626746507,0.8263473053892215,ns
0,2,0.6165421875000003,0.06387225548902195,0.1277445109780439,ns
0,3,0.05444711805555613,0.8263473053892215,0.8263473053892215,ns
0,4,-1.1143728277439022,0.001996007984031936,0.007984031936127744,**
