baseline,other,mean_diff,p,q,stars
0,1,-0.013307474996072877,0.8762475049900199,0.9740518962075848,ns
0,2,-0.002852773668638786,0.9740518962075848,0.9740518962075848,ns
0,3,-0.32316514068991564,0.001996007984031936,0.003992015968063872,**
0,4,-1.2867372982278331,0.001996007984031936,0.003992015968063872,**
