baseline,other,mean_diff,p,q,stars
0,1,-0.12038029803921566,0.0658682634730539,0.1317365269461078,ns
0,2,0.07955008529411761,0.22355289421157684,0.2980705256154358,ns
0,3,0.024644295611577965,0.6706586826347305,0.6706586826347305,ns
0,4,-0.5353731855392158,0.001996007984031936,0.007984031936127744,**
