strength,0,1,2,3,4
0,0.6001629705155043,0.936339074708373,0.32477241177223404,0.39509787568649557,0.30848219121130765
1,0.7865312799809061,0.3349008552960537,0.4696061689991409,0.42307271730674667,0.4252809293155113
2,0.42550068989698303,0.13213238792135712,0.17560273068179555,0.543946195472447,0.5989179750086451
3,0.48069067894885725,0.4728381561407196,0.2586150906181733,0.23925532427399784,0.3640509401521225
4,1.1833404665077605,0.7675773351733771,0.8008603803542786,0.5031559194278163,0.5289230678978021
