baseline,other,mean_diff,p,q,stars
0,1,-0.17621607172131148,0.18962075848303392,0.37924151696606784,ns
0,2,0.05326358452868851,0.5588822355289421,0.5588822355289421,ns
0,3,-0.06253282172131153,0.500998003992016,0.5588822355289421,ns
0,4,-0.9241717421758571,0.001996007984031936,0.007984031936127744,**
