baseline,other,mean_diff,p,q,stars
0,1,-0.007896653047464952,0.8802395209580839,0.8802395209580839,ns
0,2,-0.08302258360302062,0.3033932135728543,0.41516966067864275,ns
0,3,0.050886910224139936,0.31137724550898205,0.41516966067864275,ns
0,4,-0.21915601915857613,0.003992015968063872,0.015968063872255488,*
