baseline,other,mean_diff,p,q,stars
0,1,0.185547394655415,0.20758483033932135,0.2767797737857618,ns
0,2,0.27182418354430393,0.06187624750499002,0.12375249500998003,ns
0,3,0.05060322104430398,0.6786427145708582,0.6786427145708582,ns
0,4,-0.3911497710011504,0.003992015968063872,0.015968063872255488,*
