strength,0,1,2,3,4
0,1.3282765174580935,1.1314374881728877,1.550000768078783,0.9846052276209581,1.640346743721334
1,0.742722272603144,1.003671208377152,1.0679479310438804,1.2556502368277944,1.2477382514276392
2,1.5364007629658238,1.4140042559038801,1.1280876173816994,1.2757405756435884,1.9579648616331815
3,1.045328676401484,0.6928047476413758,1.0565353345070652,1.0059100983977851,1.2919679471939602
4,0.8403064512340995,0.7762792864657369,0.8316231724231739,0.8123499566805669,1.1977930557612366
