baseline,other,mean_diff,p,q,stars
0,1,-0.03227769841269934,0.8582834331337326,0.9580838323353293,ns
0,2,-0.010310476190477313,0.9580838323353293,0.9580838323353293,ns
0,3,-0.372009920634921,0.05389221556886228,0.10778443113772455,ns
0,4,-1.5876293956043965,0.001996007984031936,0.007984031936127744,**
