baseline,other,mean_diff,p,q,stars
0,1,-0.06821125000000006,0.624750499001996,0.688622754491018,ns
0,2,-0.06748783730158703,0.688622754491018,0.688622754491018,ns
0,3,-0.4034578549382717,0.011976047904191617,0.023952095808383235,*
0,4,-1.1411595833333332,0.001996007984031936,0.007984031936127744,**
