strength,0,1,2,3,4
0,3.2953016393442622,3.060841772151899,3.1451270588235296,3.3265252427184464,4.471681034482759
1,2.868117857142857,2.9003955555555554,2.8784283333333334,3.2401277777777775,4.455747252747253
2,2.9047515625,2.7666166666666667,2.288209375,2.8503044444444443,4.019124390243903
3,2.76961375,2.837825,2.8371015873015875,3.1730716049382717,3.910773333333333
4,2.707154545454545,2.888959595959596,2.924215625,3.3034760000000003,3.739790540540541
