strength,0,1,2,3,4
0,0.2799978032786885,0.3852606835443038,0.19581883529411767,0.23972519417475727,0.13454397413793104
1,0.456213875,0.19971328888888887,0.3161991333333333,0.2476218472222222,0.14303584615384615
2,0.22673421875,0.1134365,0.11626875,0.3227477777777778,0.23516148780487803
3,0.34253062500000003,0.3346574625,0.17117453968253968,0.1888382839506173,0.24864976
4,1.2041695454545454,0.7764104545454544,0.7311920208333333,0.45888121333333337,0.32240895945945947
