baseline,other,mean_diff,p,q,stars
0,1,-0.025078162078745414,0.5329341317365269,0.6087824351297405,ns
0,2,0.022054049156955136,0.6087824351297405,0.6087824351297405,ns
0,3,-0.02569187133637596,0.4411177644710579,0.6087824351297405,ns
0,4,-0.4727001852892085,0.001996007984031936,0.007984031936127744,**
