baseline,other,mean_diff,p,q,stars
0,1,-0.18180505050505014,0.12974051896207583,0.12974051896207583,ns
0,2,-0.21706107954545484,0.09381237524950099,0.12508316699933467,ns
0,3,-0.5963214545454547,0.001996007984031936,0.003992015968063872,**
0,4,-1.0326359950859958,0.001996007984031936,0.003992015968063872,**
