partition,mol,smiles,strength,absorption,E_S1_eV,E_T1_eV,E_ST_eV,f_osc_S1
partition_0,mol0099,CCCCCCCCCCCN1c2ccc(C=O)cc2CCC1(C)C,0,1,3.870400,2.679000,1.191400,0.798681
partition_0,mol0100,CC1(C)c2cccc(C3=C4C=CC=C4C=C3)c2Oc2c1ccc1cc3ccccc3cc21,0,1,0.742200,0.393700,0.348500,0.001275
partition_0,mol0101,CC1c2ccccc2N(c2ccc(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)cc2)c2ccccc21,0,1,3.959000,3.218900,0.740100,0.896934
partition_0,mol0102,CCCCCn1c2c(c3cc(C#Cc4ccc5ccc6cccc7ccc4c5c67)ccc31)C(C)(CCC)c1ccccc1-2,0,1,3.540800,2.594100,0.946700,1.853305
partition_0,mol0103,c1cc(C2CCCC2)cc(N2c3ccccc3Sc3ccccc32)c1,0,1,3.238700,2.829900,0.408800,0.095618
partition_0,mol0104,O=S(=O)(c1ccccc1)c1cc(N2c3ccccc3Sc3ccccc32)cc(N2c3ccccc3Sc3ccccc32)c1,0,1,4.002400,3.528800,0.473600,0.149917
partition_0,mol0105,CC1CCc2cc(N3CCCC3)ccc21,0,1,3.842300,3.232700,0.609600,0.091322
partition_0,mol0106,CCCOc1cc2cc(N3c4ccccc4Sc4ccccc43)c(=O)oc2cc1N1c2ccccc2Sc2ccccc21,0,1,2.997800,2.081900,0.915900,0.908432
partition_0,mol0107,c1cc(-c2cc3ccccc3s2)cc(C2CCC(c3cnc4c(ccc5cc(C6CCCC6)cnc54)c3)CC2)c1,0,1,4.000100,3.223100,0.777000,0.008313
partition_0,mol0108,O=c1c(=O)c2ccccc2c1=O,0,1,1.150600,1.150500,0.000100,0.000000
partition_0,mol0109,N#Cc1ccc2c(c1)C(C1=C3C=CC=C3C=C1)(c1cc3ccccc3c3ccccc13)c1ccccc1-2,0,1,0.651000,0.317900,0.333100,0.000313
partition_0,mol0110,C1=CC2=C(C3(c4cc5ccccc5c5ccccc45)c4ccccc4-c4ccccc43)C=CC2=C1,0,1,0.648500,0.317300,0.331200,0.000383
partition_0,mol0111,Cc1cc2cc(N(C)C)ccc2cc1C=O,0,1,3.232800,2.376900,0.855900,0.382159
partition_0,mol0112,F[B-]1(F)OC(C2=C3C=CC=C3C=C2)=CC(c2c3ccccc3cc3ccccc23)=[O+]1,0,1,0.376100,0.021100,0.355000,0.001380
partition_0,mol0113,CC1CCc2cc(C(=O)/C=C/c3ccc(N(C)C)cc3)ccc21,0,1,3.349700,2.208800,1.140900,1.572268
partition_0,mol0114,CCCCCC1(CCC)c2cc(C=O)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,0,1,3.243100,2.883100,0.360000,0.058790
partition_0,mol0115,c1ccc(-c2ccc(C3CCCC3)cn2)cc1,0,1,4.629900,4.076300,0.553600,0.015321
partition_0,mol0116,NCCCOc1cc2ccc3cccc4ccc(c1)c2c34,0,1,3.521900,2.787000,0.734900,0.043625
partition_0,mol0117,CC(=O)c1cn(-c2ccc(-n3c4ccccc4c(=O)c4ccccc43)cc2)c2ccccc12,0,1,3.525000,2.725400,0.799600,0.382779
partition_0,mol0118,Cc1cc(C)c2ccccc2c1,0,1,4.213400,3.380900,0.832500,0.002749
