mol,smiles,E_S1(eV),wl_S1(nm),osc_S1,E_S2(eV),wl_S2(nm),osc_S2,E_S3(eV),wl_S3(nm),osc_S3,E_T1(eV),E_T2(eV),E(S1-T1)(eV),E_S1_SOC(eV),wl_S1_SOC(nm),osc_S1_SOC,E_S2_SOC(eV),wl_S2_SOC(nm),osc_S2_SOC,E_S3_SOC(eV),wl_S3_SOC(nm),osc_S3_SOC,HOMO(eV),LUMO(eV),Gap(eV)
mol1752,OC(O)CNc1ccc(/C=C/c2ccccn2)cc1,3.817038,324.8,1.546209024,4.648276,266.7,0.078623392,4.899016,253.1,0.00369917,2.514,3.808,1.3,3.817038,324.8,1.546208533,4.648276,266.7,0.078623392,4.899017,253.1,0.00369917,-7.2171,0.0927,7.31
mol1736,CCCCCCCC1(CCCCCCC)c2ccccc2-c2ccc(C#Cc3ccc4c(c3)C(CCC)(CCCCC)c3ccccc3-4)cc21,3.790219,327.1,2.374689777,4.668928,265.6,0.014775453,4.80691,257.9,0.000250828,2.751,3.321,1.04,3.790219,327.1,2.374689777,4.668928,265.6,0.014775453,4.80691,257.9,0.000250828,-7.4861,-0.2569,7.23
mol0050,O=c1oc2cc3c(cc2c2c1oc1cc(N4c5ccccc5Sc5ccccc54)ccc12)oc1cc(N2c4ccccc4Sc4ccccc42)ccc13,3.815278,325.0,1.602853222,4.076891,304.1,1.014733502,4.451344,278.5,0.040169261,2.623,3.191,1.19,3.815278,325.0,1.60285322,4.076891,304.1,1.014733501,4.451344,278.5,0.040169261,-7.4935,-0.5201,6.97
mol0555,CCCCCOc1cc(OCCC)ccc1-n1cc(-c2ccc(C=C(C#N)C(=O)O)cc2)nn1,3.810469,325.4,1.520035258,4.627182,267.9,0.040850666,4.93877,251.0,0.213543633,2.564,3.816,1.25,3.810469,325.4,1.520015858,4.627182,267.9,0.040850665,4.93877,251.0,0.213543629,-8.1547,-1.0755,7.08
mol0743,CCCCCCCC1(CCCCC)c2cc(C#Cc3cccc(C#N)c3)ccc2-c2ccc(C#Cc3cccc(C#N)c3)cc21,3.695661,335.5,2.853743128,4.49517,275.8,0.073699032,4.732899,262.0,0.034384565,2.683,3.139,1.01,3.695661,335.5,2.853743118,4.49517,275.8,0.073699032,4.732899,262.0,0.034384565,-7.6677,-0.619,7.05
mol0028,CCCCCC1(C)c2cc(-c3ccc(C=C(C#N)C(=O)O)cc3)ccc2-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc21,3.66998,337.8,2.079968255,4.421761,280.4,0.000844641,4.631132,267.7,0.159183843,2.551,3.253,1.12,3.66998,337.8,2.079968245,4.421761,280.4,0.000844642,4.631132,267.7,0.159183842,-7.3036,-1.1066,6.2
mol1587,CN(C)c1ccc(C2=Nc3sc4ccccc4[n+]3[B-](F)(F)O2)cc1,3.613083,343.2,1.73526841,4.778195,259.5,0.020867628,4.857099,255.3,0.013750222,2.73,3.623,0.88,3.613083,343.2,1.73521092,4.778195,259.5,0.020867628,4.857099,255.3,0.013750222,-7.6731,-0.5664,7.11
mol1562,CCCCCCC1(CCCC)c2cc(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(C=O)cc21,3.554706,348.8,2.489566595,4.3271,286.5,0.036126667,4.385573,282.7,0.032507726,2.637,3.126,0.92,3.554706,348.8,2.489565949,4.3271,286.5,0.036126658,4.385573,282.7,0.032507725,-7.1504,-0.6086,6.54
mol1627,CCCCCCCCCOc1cc2cc(-c3ccc(C(=O)OCC)cc3)sc2cc1C#Cc1ccc(C(=O)OCC)cc1,3.576563,346.7,2.407178041,4.108958,301.7,0.17612978,4.532586,273.5,0.133156605,2.552,3.108,1.02,3.576564,346.7,2.407177895,4.108958,301.7,0.176129698,4.532586,273.5,0.133156731,-7.709,-0.7869,6.92
mol0367,CCCCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC(C)C)nc(C#N)n3)ccc21,3.504058,353.8,2.343998846,3.986068,311.0,0.587912252,4.311879,287.5,0.072674179,2.842,2.86,0.66,3.504058,353.8,2.343998844,3.986068,311.0,0.587912252,4.311879,287.5,0.072674179,-7.6528,-0.9717,6.68
mol0791,CC1N=C2CCC(C#Cc3ccc(/C=C(\C#N)C(=O)O)cc3)=C21,3.508689,353.4,2.025316857,4.23054,293.1,0.001819123,4.557742,272.0,0.036017876,2.25,2.825,1.26,3.508689,353.4,2.025316855,4.230541,293.1,0.001819123,4.557742,272.0,0.036017876,-8.202,-1.4235,6.78
mol1597,CN(C)c1ccc(/C=C/c2nc3ccccc3o2)cc1,3.530625,351.2,1.936575758,4.609523,269.0,0.078952753,5.059808,245.0,0.011372935,2.352,3.6,1.18,3.530625,351.2,1.936575757,4.609523,269.0,0.078952753,5.059808,245.0,0.011372935,-7.1411,-0.2128,6.93
mol1792,COc1ccc2cc(/C=C/c3ccc([N+](=O)[O-])cc3)ccc2c1,3.493684,354.9,1.884447396,4.25869,291.1,0.015313852,4.612632,268.8,0.036566491,2.346,3.205,1.15,3.493684,354.9,1.884447324,4.25869,291.1,0.015313852,4.612632,268.8,0.036566491,-7.5963,-1.1143,6.48
mol0829,CN(c1ccccc1)c1ccc(/C=C(\C#N)c2ccccc2)cc1,3.509995,353.2,1.497482077,4.61761,268.5,0.069579178,5.023922,246.8,0.019583144,2.332,3.705,1.18,3.509995,353.2,1.497482052,4.61761,268.5,0.069579177,5.023922,246.8,0.019583144,-7.3284,-0.3335,6.99
mol0071,CCC1(C)c2cc(C#Cc3ccc(/C=C(\C)c4ccccc4)cc3)ccc2-c2ccc(C#Cc3ccc(/C=C(\C)c4ccccc4)cc3)cc21,3.475108,356.8,4.438684229,3.993072,310.5,0.181467884,4.55067,272.5,0.50828829,2.559,2.754,0.92,3.475108,356.8,4.438684225,3.993072,310.5,0.181467884,4.55067,272.5,0.50828829,-7.3141,-0.5998,6.71
mol0102,CCCCCn1c2c(c3cc(C#Cc4ccc5ccc6cccc7ccc4c5c67)ccc31)C(C)(CCC)c1ccccc1-2,3.466457,357.7,1.692346265,3.932325,315.3,0.000990733,4.147541,298.9,0.435904898,2.257,2.937,1.21,3.466457,357.7,1.692346264,3.932325,315.3,0.000990733,4.147541,298.9,0.435904898,-7.1533,-0.5353,6.62
mol1458,CCn1c(-c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6c6ccccc56)s4)o3)s2)cc2ccccc21,3.474498,356.8,1.55093639,4.083511,303.6,0.891563131,4.281828,289.6,0.000921236,2.438,2.714,1.04,3.474498,356.8,1.550935986,4.083512,303.6,0.891562769,4.281828,289.6,0.00092125,-7.511,-0.6161,6.89
mol1544,CCCN(c1ccccc1)c1ccc(C=C(C#N)C(=O)O)cc1,3.49133,355.1,1.431730363,4.669365,265.5,0.016062073,5.259445,235.7,0.039613984,2.311,3.898,1.18,3.49133,355.1,1.431730338,4.669365,265.5,0.016062072,5.259445,235.7,0.039613983,-7.6673,-0.689,6.98
mol1490,CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,3.421974,362.3,1.836465925,4.587388,270.3,0.051011277,4.728428,262.2,0.094430971,2.282,3.517,1.14,3.421974,362.3,1.836465925,4.587388,270.3,0.051011277,4.728428,262.2,0.094430971,-7.1088,-0.3185,6.79
mol0454,CC1=N/C(=C\c2ccc(N3CCOCC3)cc2)C(=O)N1,3.439959,360.4,1.475710302,4.336708,285.9,0.000950185,4.59566,269.8,0.044459033,2.025,3.501,1.41,3.439959,360.4,1.475710167,4.33671,285.9,0.000950183,4.59566,269.8,0.044459033,-7.1724,-0.3841,6.79
mol1596,CN(C)c1ccc(/C=C/c2nc(N)c3c([n+]2[O-])CCCC3)cc1,3.37092,367.8,1.41151551,4.130011,300.2,0.226901121,4.643899,267.0,0.000928238,2.217,3.078,1.15,3.37092,367.8,1.411514456,4.130011,300.2,0.226901118,4.643909,267.0,0.000928234,-6.9929,-0.1246,6.87
mol0478,CCCCCC1(C)c2cc(C=Cc3ccc(C#N)cc3)ccc2-c2ccc(C=Cc3ccc(C#N)cc3)cc21,3.330093,372.3,3.269822094,4.013412,308.9,0.10385639,4.620131,268.4,0.043782109,2.283,2.544,1.05,3.330093,372.3,3.269822089,4.013412,308.9,0.10385639,4.620131,268.4,0.043782109,-7.393,-0.8467,6.55
mol1388,CCCCCCCCOc1cc(OC)c(/C=C/c2ccc(/C=C/c3ccncc3)cc2)cc1/C=C/c1ccncc1,3.329715,372.4,2.195582812,3.814234,325.1,0.878724394,4.358398,284.5,0.567420213,2.255,2.562,1.07,3.329715,372.4,2.195582809,3.814234,325.1,0.878724393,4.358398,284.5,0.567420214,-7.142,-0.5352,6.61
mol0017,CC1=N/C(=N\c2ccc(N3c4ccccc4Sc4ccccc43)cc2)c2ccccc21,3.277946,378.2,1.355915008,3.83436,323.4,0.164972826,4.038977,307.0,0.026791998,2.166,3.099,1.11,3.277945,378.2,1.355878515,3.834362,323.4,0.164972175,4.038979,307.0,0.026791808,-7.4116,-0.9106,6.5
mol0253,CCCCCC(=O)c1cc2ccc1CCCC2,3.276359,378.4,0.087967155,3.908189,317.2,0.003657466,4.010833,309.1,0.077064752,1.637,2.97,1.64,3.276363,378.4,0.087967098,3.908195,317.2,0.003658292,4.010839,309.1,0.077063094,-7.6669,-0.1969,7.47
mol0127,CCCC1(C)c2cc(C#Cc3ccc4ccc5cccc6ccc3c4c56)ccc2-c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc21,3.197806,387.7,3.788830015,3.550405,349.2,0.253283096,3.93098,315.4,0.000530614,2.206,2.257,0.99,3.197806,387.7,3.788830013,3.550405,349.2,0.253283096,3.93098,315.4,0.000530614,-7.0857,-0.8721,6.21
mol0240,CCCCCCCCCCCCOc1cc(C#Cc2ccc([N+](=O)[O-])cc2)c(OCCCCCCCCC)cc1C#Cc1ccc([N+](=O)[O-])cc1,3.210549,386.2,2.137991879,3.931978,315.3,0.001617772,3.938621,314.8,0.000205829,2.321,2.905,0.89,3.210549,386.2,2.137991803,3.931979,315.3,0.001617733,3.938622,314.8,0.000205825,-7.7024,-1.4421,6.26
mol1122,CCCCCCC[N+]1=C(/C=C2/C(=O)C(O)=C2[O-])C(C)(C)c2cc(C(=O)O)ccc21,3.196168,387.9,1.254198541,3.632351,341.3,1.19e-05,4.69118,264.3,0.099063467,1.746,3.355,1.45,3.196167,387.9,1.254190361,3.632352,341.3,1.1899e-05,4.691182,264.3,0.099063473,-7.6897,-1.0049,6.68
mol1513,CCN(CC)c1ccc(/C=C/c2ccc3nc(/C=C/c4ccc(N(C)C)cc4)oc3c2)cc1,3.167865,391.4,2.635164317,3.888118,318.9,0.546339327,4.472551,277.2,0.078121713,2.198,2.506,0.97,3.167865,391.4,2.635164316,3.888118,318.9,0.546339327,4.472551,277.2,0.078121712,-6.6923,-0.393,6.3
mol1509,CN(C)c1ccc(/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,3.153307,393.2,2.308224888,3.634253,341.2,1.382e-06,3.923967,316.0,0.156964953,2.216,2.467,0.94,3.153313,393.2,2.308212799,3.634265,341.2,1.382e-06,3.923983,316.0,0.156958668,-7.0057,-0.5964,6.41
mol1397,CCN1/C(=C\C2=C([O-])C(C)/C2=C/C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,3.146268,394.1,0.805857739,4.229287,293.2,0.149800339,4.467398,277.5,0.41841517,2.083,3.268,1.06,3.146268,394.1,0.805857539,4.229289,293.2,0.149801612,4.467398,277.5,0.418413846,-6.6963,0.0835,6.78
mol1559,O=Cc1ccc(-c2ccc(-c3nc4cc5sc(-c6cccs6)nc5cc4s3)s2)s1,3.131071,396.0,2.278142408,3.956304,313.4,0.301330444,4.190856,295.8,0.073037141,2.049,2.642,1.08,3.131071,396.0,2.278142398,3.956304,313.4,0.301330443,4.190856,295.8,0.073037141,-7.645,-1.2327,6.41
mol1400,CN(C)c1ccc2c(/C=C/C=C/C=C3\N(CS(=O)(=O)O)c4ccc(S(=O)(=O)O)cc4C3(C)C)cc(=O)oc2c1,3.116356,397.8,2.264379829,3.60463,344.0,0.558244961,4.611122,268.9,0.045167217,1.793,2.591,1.32,3.116356,397.8,2.264379822,3.60463,344.0,0.55824496,4.611122,268.9,0.045167217,-7.274,-0.8924,6.38
mol1436,CCCCN(/N=C/c1ccc(C#Cc2ccc3c4c(cccc24)C(=O)OC3=O)cc1)c1ccccc1,3.109538,398.7,2.079124075,4.031291,307.6,0.119213859,4.278786,289.8,0.082455196,2.083,2.48,1.03,3.109538,398.7,2.079124072,4.031291,307.6,0.119213853,4.278786,289.8,0.082455196,-7.3059,-1.4389,5.87
mol1419,CCCCCCCCCCCCN(CCCCCCC)c1ccc(/C=C/c2cc[n+](CCCS(=O)(=O)[O-])cc2)cc1,3.114237,398.1,1.875917426,4.563292,271.7,0.042809691,4.893167,253.4,0.007088606,2.053,3.524,1.06,3.114237,398.1,1.875917403,4.563292,271.7,0.042809691,4.893167,253.4,0.007088606,-7.1864,-0.9,6.29
mol1542,CCCCCCCOc1ccc(N2c3ccccc3Sc3cc(/C=C(/C#N)C(=O)O)ccc32)cc1,3.125322,396.7,0.749492187,4.18586,296.2,0.27321656,4.285822,289.3,0.578964978,2.236,3.331,0.89,3.125327,396.7,0.749492069,4.185865,296.2,0.273216378,4.285828,289.3,0.578964661,-7.4269,-0.9369,6.49
mol1409,CCCOc1ccc(-c2ccc3c(c2)Sc2cc(C=C(C#N)C(=O)O)ccc2N3CC)cc1,3.077356,402.9,0.851552584,4.104576,302.1,0.046490439,4.245002,292.1,0.607366056,2.216,3.22,0.86,3.077359,402.9,0.851552339,4.104579,302.1,0.046490039,4.245005,292.1,0.607365675,-7.2409,-0.9164,6.32
mol0557,CCCCCCCCCCCCCCCOc1ccccc1N1c2ccccc2Sc2cc(/C=C(\C#N)C(=O)O)ccc21,3.064061,404.6,0.6376763,4.155279,298.4,0.152892101,4.249316,291.8,0.714154652,2.198,3.296,0.87,3.064066,404.6,0.637676225,4.155284,298.4,0.152891775,4.249321,291.8,0.714154265,-7.3692,-0.9378,6.43
mol1432,O=[N+]([O-])c1ccc(/C=C/c2ccc(/C=C/c3ccc(/C=C/c4ccc([N+](=O)[O-])cc4)cc3)cc2)cc1,3.047244,406.9,3.744508969,3.6179,342.7,0.042768495,3.951017,313.8,3.5e-07,2.053,2.354,0.99,3.047244,406.9,3.744508969,3.6179,342.7,0.042768495,3.951018,313.8,3.5e-07,-7.3378,-1.3198,6.02
mol1379,CN(C)c1ccc(/C=N/C(C#N)=C/N=C/c2ccc(C#N)cc2)cc1,3.034378,408.6,2.527023992,4.073134,304.4,0.000798263,4.36971,283.7,0.112336567,1.815,2.826,1.22,3.034378,408.6,2.527023991,4.073135,304.4,0.000798263,4.36971,283.7,0.112336567,-7.2522,-1.36,5.89
mol1453,CCCCCCCn1c2ccc(-c3ccc(/C=C(/C#N)C(=O)O)o3)cc2c2cc3c(cc21)c1ccccc1n3CCC,3.0351,408.5,2.069328767,3.717169,333.5,0.094880616,4.115691,301.2,0.345177286,1.926,2.95,1.11,3.0351,408.5,2.069328759,3.717169,333.5,0.094880616,4.115691,301.2,0.345177286,-7.0813,-1.0621,6.02
mol1101,CCCCn1c2ccc(/C=N\c3ccc(C(=O)O)cc3)cc2c2cc(/C=C(\C#N)c3ccc(/C=N/c4ccc(C(=O)O)cc4)s3)ccc21,3.034051,408.6,1.879331925,3.949055,314.0,0.207152367,4.110142,301.7,0.045077577,1.984,2.779,1.05,3.034051,408.6,1.879331575,3.949055,314.0,0.207152488,4.110142,301.7,0.04507758,-7.5496,-1.1642,6.39
mol1486,COCCCCN1C(=O)C2=C(c3ccncc3)N(CCOCCOCCOC)C(=O)C2=C1c1ccncc1,3.049953,406.5,0.567845993,3.552135,349.0,0.001568879,4.240942,292.4,1.7505e-05,1.481,3.033,1.57,3.049953,406.5,0.567842405,3.552135,349.0,0.001568878,4.240945,292.4,1.7505e-05,-7.6983,-1.1863,6.51
mol1450,CCC[B-]1(OC(C)=O)OC(/C=C/c2ccc3cc(OC)ccc3c2)=CC(/C=C/c2ccc3cc(OC)ccc3c2)=[O+]1,2.990443,414.6,2.701154524,3.836295,323.2,0.265099641,4.173403,297.1,0.002883153,2.091,2.521,0.9,2.990443,414.6,2.701134818,3.836295,323.2,0.265099643,4.173403,297.1,0.002883153,-7.6397,-1.384,6.26
mol1467,COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)c(OC)c3)=[O+][B-](F)(F)O2)cc1OC,2.954399,419.7,2.399200804,3.850425,322.0,0.230977635,4.413204,280.9,0.058564566,2.035,2.483,0.92,2.954399,419.7,2.399200797,3.850425,322.0,0.23097762,4.413204,280.9,0.058564567,-7.654,-1.4176,6.24
mol1537,COc1cccc(OCCCCCN2c3ccccc3Sc3cc(-c4ccc(C=C(C#N)C(=O)O)s4)ccc32)c1,2.955754,419.5,1.411499695,3.925232,315.9,0.122817714,4.011742,309.1,0.004647713,1.922,3.001,1.03,2.955754,419.5,1.411492838,3.925233,315.9,0.122817559,4.011743,309.1,0.004647715,-7.2449,-1.2571,5.99
mol1575,CCCCOc1ccc(/C=C/C2=[O+][B-](F)(F)OC(/C=C/c3ccc(OC)cc3)=C2c2ccccc2)cc1,2.946666,420.8,2.497950942,3.946647,314.2,0.052991219,4.425724,280.1,0.001868716,2.031,2.569,0.92,2.946666,420.8,2.497950884,3.946647,314.2,0.052991195,4.425726,280.1,0.001868716,-7.7768,-1.4482,6.33
mol1141,CN1C(=O)C(c2ccccc2)=C1/C(=C/c1cn(-c2ccccc2)nc1-c1ccc(F)cc1)c1ccccc1,2.933413,422.7,0.692336588,3.870643,320.3,0.611099108,4.596079,269.8,0.015224195,1.86,3.039,1.07,2.933413,422.7,0.692336255,3.870643,320.3,0.61109904,4.59608,269.8,0.015224244,-7.5219,-0.8154,6.71
mol1518,CCCCCCCCCCN(C)c1ccc(S(=O)(=O)O)cc1NC(=O)c1cc(/N=N/c2ccccc2Cl)c2ccccc2c1O,2.919459,424.7,0.177787188,3.532128,351.0,0.595211056,4.299638,288.4,0.00875256,1.953,2.558,0.97,2.91947,424.7,0.177782897,3.53214,351.0,0.595201669,4.29965,288.4,0.008752524,-8.0051,-1.0919,6.91
mol0455,CC1(C)CC=C(/C=C/C(N)=C/C=C2C=Nc3ccccc3C2(C)C)C1,2.900045,427.5,1.925728229,4.383927,282.8,0.00373533,4.535183,273.4,0.338323572,1.536,2.712,1.36,2.900045,427.5,1.925728222,4.383928,282.8,0.003735329,4.535183,273.4,0.338323571,-6.8838,-0.6559,6.23
mol1391,COC(=O)/C=C/C1=CC2=C(c3ccccc3)c3cc(/C=C/C(=O)OC)cn3[B-](F)(F)[N+]2=C1,2.889719,429.1,1.25027068,3.95684,313.3,0.489485859,4.102251,302.2,0.280688863,1.775,2.918,1.11,2.889719,429.1,1.250270616,3.95684,313.3,0.489485845,4.102251,302.2,0.280688855,-8.0539,-1.689,6.36
mol1519,COC(=O)/C=C/C1=CC2=C(c3ccc(OC)cc3)c3cc(/C=C/C(=O)OC(C)(C)C)cn3[B-](F)(F)[N+]2=C1,2.871188,431.8,1.236827707,3.42431,362.1,0.465703684,4.036838,307.1,0.135262868,1.839,2.824,1.03,2.871188,431.8,1.236710051,3.42431,362.1,0.465703665,4.036838,307.1,0.13526286,-8.0583,-1.6909,6.37
mol1090,CCCCCCCOc1cc(OCCCC)c(N(CC)CC)cc1C1=C(c2cccnc2)C(=O)N(C)C1=O,2.866709,432.5,0.262949199,3.694167,335.6,0.087021048,4.057284,305.6,0.006860732,2.086,3.014,0.78,2.86672,432.5,0.262947905,3.694182,335.6,0.087014013,4.057296,305.6,0.006860727,-7.228,-0.9797,6.25
mol1551,CCCCCCCCCN(C)/N=C/c1cc(/N=N/c2cccc(Br)c2)ccc1O,2.859427,433.6,0.000411652,3.493012,354.9,0.671581959,4.015783,308.7,0.506958624,2.12,2.377,0.74,2.859439,433.6,0.000411649,3.493024,354.9,0.671572718,4.015795,308.7,0.506954623,-7.4015,-0.7711,6.63
mol1494,CCCCCCCCCNc1ccc(/N=N/c2ccc(C#N)cc2)cc1,2.848321,435.3,0.171100861,3.885532,319.1,0.730647959,4.602834,269.4,0.04669772,1.932,2.634,0.92,2.848333,435.3,0.171096074,3.885542,319.1,0.73063757,4.602844,269.4,0.046697683,-7.6317,-0.5268,7.1
mol1578,COc1ccc(/N=N/c2cc(C(N)=O)c(O)c3ccccc23)cc1,2.844441,435.9,0.047163546,3.361016,368.9,1.105637159,4.103658,302.1,0.146987422,2.011,2.214,0.83,2.844452,435.9,0.047163275,3.361028,368.9,1.105635606,4.103669,302.1,0.146987031,-7.588,-0.7064,6.88
mol1081,CCn1c(C)cc(/C=C(/C#N)c2ccc(C=C(C(=O)O)C(=O)O)s2)c1C,2.813639,440.7,1.015041208,3.979768,311.5,0.134534419,4.099743,302.4,0.430945383,1.841,2.574,0.97,2.813639,440.7,1.015037121,3.979768,311.5,0.13453462,4.099743,302.4,0.43094493,-7.5287,-1.3302,6.2
mol1636,C1=NC(c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)=N1,2.794058,443.7,0.412812892,3.182058,389.6,0.001557926,3.558898,348.4,1.088470341,1.814,2.722,0.98,2.794058,443.7,0.41281168,3.182059,389.6,0.001557925,3.558898,348.4,1.088470352,-7.3047,-1.2293,6.08
mol1622,CCCCCCCCCCCCNc1ccc(/N=N/c2ccc(C#N)cc2)cc1,2.799791,442.8,0.188289849,3.26337,379.9,1.413957988,4.594003,269.9,0.019656258,1.893,2.216,0.91,2.799803,442.8,0.188287546,3.263381,379.9,1.413944673,4.594013,269.9,0.019656196,-7.4779,-0.9839,6.49
mol0576,C1=NC(c2cn(-c3ccccc3)nc2-c2ccccc2)=C1,2.796389,443.4,0.124815105,4.026166,307.9,0.001166385,4.844079,255.9,0.40214134,1.44,3.569,1.36,2.796387,443.4,0.124814346,4.026168,307.9,0.001166384,4.84408,255.9,0.402141228,-7.821,-0.3655,7.46
mol0054,O=[N+]([O-])C(=CNc1ccc(/N=N/c2ccccc2)cc1)[N+](=O)[O-],2.795283,443.5,0.119979271,3.843443,322.6,0.898499827,3.960436,313.1,0.079705501,1.89,2.814,0.91,2.795299,443.5,0.119964834,3.843461,322.6,0.89849735,3.960456,313.1,0.079704444,-8.2779,-1.057,7.22
mol0064,O=Cc1ccc2c(c1)C(=O)c1cc(N3CCCCC3)ccc1-2,2.767219,448.0,0.142958384,3.58416,345.9,8.7814e-05,3.928934,315.6,0.585626011,2.121,3.038,0.65,2.767229,448.0,0.142958028,3.58417,345.9,8.7814e-05,3.928944,315.6,0.585626901,-7.3812,-0.9344,6.45
mol1437,CCCCCOc1ccc(-c2cnc(-c3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)s3)s2)cc1,2.739797,452.5,2.170336852,3.753956,330.3,0.034554595,4.488343,276.2,0.053982511,1.729,2.392,1.01,2.739797,452.5,2.17033685,3.753956,330.3,0.034554594,4.488343,276.2,0.053982474,-7.3843,-1.548,5.84
mol1054,CSc1ccc(C#Cc2cc(C#N)c3ccc4c(C#Cc5ccc(SC)cc5)cc(C#Cc5ccc(SC)cc5)c5ccc2c3c45)cc1,2.755466,450.0,1.917263899,3.545457,349.7,0.426103417,3.767023,329.1,1.585560117,1.763,2.815,0.99,2.755466,450.0,1.917263896,3.545457,349.7,0.426103417,3.767023,329.1,1.585560117,-7.1078,-1.531,5.58
mol0303,CCCCCCCCCCCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,2.74122,452.3,0.120229613,3.96274,312.9,0.00251577,4.060645,305.3,0.523017811,1.852,3.021,0.89,2.741229,452.3,0.120228574,3.962754,312.9,0.002515971,4.060656,305.3,0.523012844,-8.217,-1.1084,7.11
mol1462,CCCCCCCCCN(C)c1ccc(S(=O)(=O)O)cc1NC(=O)c1cc(/N=N/c2ccc(O)cc2Cl)c2ccccc2c1O,2.754375,450.1,0.05132539,3.275772,378.5,0.931090686,3.989673,310.8,0.335198867,1.935,2.156,0.82,2.754386,450.1,0.051324982,3.275784,378.5,0.931086479,3.989685,310.8,0.335197932,-7.6756,-0.894,6.78
